hand_category,hand,tries,win,draw
13,4,1000,21.3,0.0
13,5,1000,22.5,0.0
14,1,1000,24.3,0.0
14,2,1000,19.5,0.0
14,3,1000,21.3,0.0
14,4,1000,24.2,0.0
14,5,1000,22.8,0.0
15,1,1000,23.7,0.0
15,2,1000,21.6,0.0
15,3,1000,20.599999999999998,0.0
15,4,1000,21.9,0.0
16,1,1000,23.599999999999998,0.0
16,2,1000,22.7,0.0
16,3,1000,22.5,0.0
16,4,1000,22.2,0.0
17,1,1000,23.799999999999997,11.600000000000001
17,2,1000,21.9,9.700000000000001
17,3,1000,23.0,11.1
18,1,1000,32.800000000000004,12.4
18,2,1000,33.5,9.5
18,3,1000,34.8,9.5
19,1,1000,41.699999999999996,13.900000000000002
19,2,1000,46.7,11.899999999999999
20,1,1000,54.900000000000006,33.7
20,2,1000,57.3,30.3
21,1,1000,90.2,9.8
12,1,1000,21.7,0.0
12,2,1000,20.5,0.0
12,3,1000,20.5,0.0
12,4,1000,22.1,0.0
12,5,1000,22.2,0.0
12,6,1000,21.5,0.0
13,1,1000,23.400000000000002,0.0
13,2,1000,20.5,0.0
13,3,1000,20.5,0.0
13,4,1000,22.5,0.0
13,5,1000,19.8,0.0
14,1,1000,19.5,0.0
14,2,1000,22.5,0.0
14,3,1000,21.0,0.0
14,4,1000,19.400000000000002,0.0
14,5,1000,22.8,0.0
15,1,1000,21.6,0.0
15,2,1000,23.799999999999997,0.0
15,3,1000,24.099999999999998,0.0
15,4,1000,23.5,0.0
16,1,1000,23.200000000000003,0.0
16,2,1000,19.0,0.0
16,3,1000,20.4,0.0
16,4,1000,21.8,0.0
17,1,1000,17.9,10.6
17,2,1000,22.6,10.7
17,3,1000,23.3,12.1
18,1,1000,33.0,11.1
18,2,1000,33.4,8.4
18,3,1000,32.800000000000004,10.7
19,1,1000,44.3,12.2
19,2,1000,50.5,8.1
20,1,1000,58.8,33.0
20,2,1000,58.5,28.7
21,1,1000,89.9,10.100000000000001
12,1,1000,22.5,0.0
12,2,1000,19.7,0.0
12,3,1000,20.599999999999998,0.0
12,4,1000,21.3,0.0
12,5,1000,22.6,0.0
12,6,1000,18.8,0.0
13,1,1000,23.7,0.0
13,2,1000,20.7,0.0
13,3,1000,20.8,0.0
13,4,1000,20.8,0.0
13,5,1000,22.900000000000002,0.0
14,1,1000,24.9,0.0
14,2,1000,20.9,0.0
14,3,1000,22.2,0.0
14,4,1000,22.400000000000002,0.0
14,5,1000,23.3,0.0
15,1,1000,22.400000000000002,0.0
15,2,1000,18.8,0.0
15,3,1000,21.2,0.0
15,4,1000,22.900000000000002,0.0
16,1,1000,23.9,0.0
16,2,1000,24.099999999999998,0.0
16,3,1000,22.7,0.0
16,4,1000,22.5,0.0
17,1,1000,20.5,8.6
17,2,1000,20.3,9.6
17,3,1000,22.0,11.899999999999999
18,1,1000,29.9,12.3
18,2,1000,32.6,10.8
18,3,1000,32.1,13.0
19,1,1000,45.5,11.3
19,2,1000,44.5,11.700000000000001
20,1,1000,56.39999999999999,34.1
20,2,1000,57.699999999999996,30.2
21,1,1000,89.60000000000001,10.4
12,1,1000,21.9,0.0
12,2,1000,21.5,0.0
12,3,1000,21.5,0.0
12,4,1000,22.900000000000002,0.0
12,5,1000,19.7,0.0
12,6,1000,20.4,0.0
13,1,1000,19.900000000000002,0.0
13,2,1000,21.7,0.0
13,3,1000,19.1,0.0
13,4,1000,22.6,0.0
13,5,1000,21.6,0.0
14,1,1000,19.1,0.0
14,2,1000,21.0,0.0
14,3,1000,21.5,0.0
14,4,1000,22.2,0.0
14,5,1000,20.1,0.0
15,1,1000,22.2,0.0
15,2,1000,21.2,0.0
15,3,1000,21.3,0.0
15,4,1000,25.900000000000002,0.0
16,1,1000,22.2,0.0
16,2,1000,21.2,0.0
16,3,1000,22.8,0.0
16,4,1000,20.5,0.0
17,1,1000,21.099999999999998,11.4
17,2,1000,20.599999999999998,10.100000000000001
17,3,1000,19.900000000000002,12.4
18,1,1000,31.900000000000002,10.5
18,2,1000,33.900000000000006,8.9
18,3,1000,38.1,11.600000000000001
19,1,1000,46.9,12.3
19,2,1000,45.5,10.4
20,1,1000,53.900000000000006,35.4
20,2,1000,55.400000000000006,32.5
21,1,1000,89.7,10.299999999999999
12,1,1000,23.0,0.0
12,2,1000,22.8,0.0
12,3,1000,21.7,0.0
12,4,1000,21.2,0.0
12,5,1000,22.1,0.0
12,6,1000,21.5,0.0
13,1,1000,21.4,0.0
13,2,1000,21.099999999999998,0.0
13,3,1000,21.9,0.0
13,4,1000,22.5,0.0
13,5,1000,20.9,0.0
14,1,1000,23.0,0.0
14,2,1000,21.7,0.0
14,3,1000,22.0,0.0
14,4,1000,21.6,0.0
14,5,1000,23.200000000000003,0.0
15,1,1000,21.4,0.0
15,2,1000,20.0,0.0
15,3,1000,20.0,0.0
15,4,1000,22.0,0.0
16,1,1000,21.2,0.0
16,2,1000,21.5,0.0
16,3,1000,20.599999999999998,0.0
16,4,1000,21.4,0.0
17,1,1000,22.2,12.9
17,2,1000,21.7,11.1
17,3,1000,19.7,12.8
18,1,1000,32.7,12.1
18,2,1000,30.9,10.7
18,3,1000,33.6,9.6
19,1,1000,42.5,13.3
19,2,1000,44.0,11.0
20,1,1000,58.199999999999996,33.0
20,2,1000,57.8,30.9
21,1,1000,89.60000000000001,10.4
12,1,1000,22.900000000000002,0.0
12,2,1000,20.7,0.0
12,3,1000,21.7,0.0
12,4,1000,20.7,0.0
12,5,1000,22.7,0.0
12,6,1000,21.9,0.0
13,1,1000,21.7,0.0
13,2,1000,21.0,0.0
13,3,1000,23.9,0.0
13,4,1000,23.400000000000002,0.0
13,5,1000,21.0,0.0
14,1,1000,22.3,0.0
14,2,1000,22.3,0.0
14,3,1000,21.2,0.0
14,4,1000,20.599999999999998,0.0
14,5,1000,21.5,0.0
15,1,1000,22.5,0.0
15,2,1000,23.0,0.0
15,3,1000,20.5,0.0
15,4,1000,23.7,0.0
16,1,1000,22.1,0.0
16,2,1000,20.599999999999998,0.0
16,3,1000,22.6,0.0
16,4,1000,21.9,0.0
17,1,1000,20.9,13.200000000000001
17,2,1000,23.200000000000003,8.5
17,3,1000,23.1,13.600000000000001
18,1,1000,31.1,11.799999999999999
18,2,1000,36.4,8.799999999999999
18,3,1000,34.0,10.5
19,1,1000,43.4,13.700000000000001
19,2,1000,43.3,9.6
20,1,1000,54.2,35.199999999999996
20,2,1000,57.099999999999994,31.2
21,1,1000,90.2,9.8
12,1,1000,22.900000000000002,0.0
12,2,1000,22.2,0.0
12,3,1000,22.6,0.0
12,4,1000,22.0,0.0
12,5,1000,22.8,0.0
12,6,1000,19.5,0.0
13,1,1000,23.599999999999998,0.0
13,2,1000,23.5,0.0
13,3,1000,21.099999999999998,0.0
13,4,1000,19.7,0.0
13,5,1000,21.6,0.0
14,1,1000,20.5,0.0
14,2,1000,23.1,0.0
14,3,1000,21.5,0.0
14,4,1000,21.9,0.0
14,5,1000,22.3,0.0
15,1,1000,20.3,0.0
15,2,1000,21.6,0.0
15,3,1000,22.7,0.0
15,4,1000,24.0,0.0
16,1,1000,23.7,0.0
16,2,1000,20.3,0.0
16,3,1000,21.5,0.0
16,4,1000,19.900000000000002,0.0
17,1,1000,22.1,13.8
17,2,1000,21.099999999999998,10.0
17,3,1000,22.3,11.4
18,1,1000,35.3,10.2
18,2,1000,32.9,9.2
18,3,1000,30.599999999999998,13.900000000000002
19,1,1000,42.5,13.700000000000001
19,2,1000,46.400000000000006,9.4
20,1,1000,56.3,34.1
20,2,1000,56.00000000000001,31.2
21,1,1000,89.3,10.7
12,1,1000,20.9,0.0
12,2,1000,22.3,0.0
12,3,1000,20.7,0.0
12,4,1000,21.4,0.0
12,5,1000,22.3,0.0
12,6,1000,20.7,0.0
13,1,1000,22.0,0.0
13,2,1000,20.4,0.0
13,3,1000,22.900000000000002,0.0
13,4,1000,21.8,0.0
13,5,1000,19.900000000000002,0.0
14,1,1000,20.7,0.0
14,2,1000,21.6,0.0
14,3,1000,22.5,0.0
14,4,1000,20.7,0.0
14,5,1000,23.400000000000002,0.0
15,1,1000,24.5,0.0
15,2,1000,19.8,0.0
15,3,1000,22.3,0.0
15,4,1000,21.7,0.0
16,1,1000,22.3,0.0
16,2,1000,20.5,0.0
16,3,1000,20.5,0.0
16,4,1000,22.400000000000002,0.0
17,1,1000,22.0,11.0
17,2,1000,21.2,11.600000000000001
17,3,1000,22.900000000000002,9.700000000000001
18,1,1000,31.5,11.3
18,2,1000,36.0,8.6
18,3,1000,34.4,11.4
19,1,1000,43.7,11.5
19,2,1000,45.7,12.3
20,1,1000,55.300000000000004,34.599999999999994
20,2,1000,56.699999999999996,30.8
21,1,1000,90.9,9.1
12,1,1000,23.1,0.0
12,2,1000,22.3,0.0
12,3,1000,21.0,0.0
12,4,1000,24.6,0.0
12,5,1000,23.9,0.0
12,6,1000,20.9,0.0
13,1,1000,20.7,0.0
13,2,1000,21.9,0.0
13,3,1000,19.2,0.0
13,4,1000,23.7,0.0
13,5,1000,21.0,0.0
14,1,1000,21.8,0.0
14,2,1000,23.0,0.0
14,3,1000,22.900000000000002,0.0
14,4,1000,21.4,0.0
14,5,1000,21.5,0.0
15,1,1000,20.5,0.0
15,2,1000,20.3,0.0
15,3,1000,24.2,0.0
15,4,1000,20.3,0.0
16,1,1000,22.1,0.0
16,2,1000,20.5,0.0
16,3,1000,22.900000000000002,0.0
16,4,1000,22.2,0.0
17,1,1000,21.7,12.3
17,2,1000,21.8,10.5
17,3,1000,21.5,12.2
18,1,1000,31.4,11.600000000000001
18,2,1000,31.3,10.5
18,3,1000,33.1,12.1
19,1,1000,46.2,10.9
19,2,1000,45.6,11.899999999999999
20,1,1000,57.099999999999994,32.5
20,2,1000,54.7,32.6
21,1,1000,90.4,9.6
12,1,1000,23.0,0.0
12,2,1000,20.8,0.0
12,3,1000,21.4,0.0
12,4,1000,20.200000000000003,0.0
12,5,1000,21.0,0.0
12,6,1000,18.7,0.0
13,1,1000,22.6,0.0
13,2,1000,22.7,0.0
13,3,1000,23.599999999999998,0.0
13,4,1000,20.7,0.0
13,5,1000,20.7,0.0
14,1,1000,21.099999999999998,0.0
14,2,1000,20.8,0.0
14,3,1000,21.099999999999998,0.0
14,4,1000,20.200000000000003,0.0
14,5,1000,25.1,0.0
15,1,1000,21.0,0.0
15,2,1000,24.4,0.0
15,3,1000,21.4,0.0
15,4,1000,23.3,0.0
16,1,1000,21.8,0.0
16,2,1000,23.599999999999998,0.0
16,3,1000,19.8,0.0
16,4,1000,23.400000000000002,0.0
17,1,1000,22.5,11.200000000000001
17,2,1000,22.8,9.9
17,3,1000,22.0,12.5
18,1,1000,33.900000000000006,11.3
18,2,1000,31.8,10.5
18,3,1000,32.5,13.5
19,1,1000,43.2,12.7
19,2,1000,47.599999999999994,9.8
20,1,1000,54.900000000000006,35.3
20,2,1000,59.4,28.599999999999998
21,1,1000,91.10000000000001,8.9
12,1,1000,22.400000000000002,0.0
12,2,1000,21.4,0.0
12,3,1000,21.0,0.0
12,4,1000,20.8,0.0
12,5,1000,20.5,0.0
12,6,1000,19.8,0.0
13,1,1000,21.5,0.0
13,2,1000,19.3,0.0
13,3,1000,21.099999999999998,0.0
13,4,1000,22.1,0.0
13,5,1000,18.0,0.0
14,1,1000,21.5,0.0
14,2,1000,21.3,0.0
14,3,1000,20.599999999999998,0.0
14,4,1000,19.400000000000002,0.0
14,5,1000,23.200000000000003,0.0
15,1,1000,21.9,0.0
15,2,1000,20.4,0.0
15,3,1000,20.3,0.0
15,4,1000,22.8,0.0
16,1,1000,21.8,0.0
16,2,1000,20.1,0.0
16,3,1000,23.400000000000002,0.0
16,4,1000,21.7,0.0
17,1,1000,21.0,12.1
17,2,1000,23.0,9.6
17,3,1000,23.5,11.700000000000001
18,1,1000,32.300000000000004,12.2
18,2,1000,30.9,9.0
18,3,1000,36.1,11.4
19,1,1000,42.6,13.200000000000001
19,2,1000,45.0,9.3
20,1,1000,56.00000000000001,32.800000000000004
20,2,1000,61.1,29.4
21,1,1000,90.3,9.700000000000001
12,1,1000,20.9,0.0
12,2,1000,19.6,0.0
12,3,1000,21.0,0.0
12,4,1000,20.7,0.0
12,5,1000,21.4,0.0
12,6,1000,21.8,0.0
13,1,1000,21.4,0.0
13,2,1000,20.7,0.0
13,3,1000,22.2,0.0
13,4,1000,21.5,0.0
13,5,1000,20.9,0.0
14,1,1000,21.099999999999998,0.0
14,2,1000,22.8,0.0
14,3,1000,21.0,0.0
14,4,1000,19.900000000000002,0.0
14,5,1000,24.7,0.0
15,1,1000,21.099999999999998,0.0
15,2,1000,21.0,0.0
15,3,1000,20.599999999999998,0.0
15,4,1000,22.6,0.0
16,1,1000,20.599999999999998,0.0
16,2,1000,21.3,0.0
16,3,1000,25.7,0.0
16,4,1000,21.8,0.0
17,1,1000,22.1,10.6
17,2,1000,22.1,10.5
17,3,1000,22.5,13.4
18,1,1000,31.7,10.299999999999999
18,2,1000,36.0,10.0
18,3,1000,32.4,10.8
19,1,1000,43.6,10.2
19,2,1000,47.3,10.9
20,1,1000,56.599999999999994,33.2
20,2,1000,57.99999999999999,30.8
21,1,1000,89.2,10.8
12,1,100,23.0,0.0
12,2,100,22.0,0.0
12,3,100,26.0,0.0
12,4,100,26.0,0.0
12,5,100,19.0,0.0
12,6,100,21.0,0.0
13,1,100,20.0,0.0
13,2,100,26.0,0.0
13,3,100,22.0,0.0
13,4,100,15.0,0.0
13,5,100,31.0,0.0
14,1,100,26.0,0.0
14,2,100,23.0,0.0
14,3,100,21.0,0.0
14,4,100,24.0,0.0
14,5,100,19.0,0.0
15,1,100,18.0,0.0
15,2,100,18.0,0.0
15,3,100,30.0,0.0
15,4,100,24.0,0.0
16,1,100,23.0,0.0
16,2,100,22.0,0.0
16,3,100,19.0,0.0
16,4,100,16.0,0.0
17,1,100,22.0,16.0
17,2,100,21.0,12.0
17,3,100,21.0,13.0
18,1,100,33.0,14.000000000000002
18,2,100,37.0,13.0
18,3,100,42.0,10.0
19,1,100,49.0,15.0
19,2,100,46.0,10.0
20,1,100,55.00000000000001,36.0
20,2,100,59.0,28.000000000000004
21,1,100,90.0,10.0
12,1,100,15.0,0.0
12,2,100,27.0,0.0
12,3,100,24.0,0.0
12,4,100,18.0,0.0
12,5,100,25.0,0.0
12,6,100,21.0,0.0
13,1,100,24.0,0.0
13,2,100,19.0,0.0
13,3,100,17.0,0.0
13,4,100,22.0,0.0
13,5,100,21.0,0.0
14,1,100,25.0,0.0
14,2,100,22.0,0.0
14,3,100,28.000000000000004,0.0
14,4,100,19.0,0.0
14,5,100,22.0,0.0
15,1,100,23.0,0.0
15,2,100,17.0,0.0
15,3,100,11.0,0.0
15,4,100,25.0,0.0
16,1,100,27.0,0.0
16,2,100,13.0,0.0
16,3,100,25.0,0.0
16,4,100,21.0,0.0
17,1,100,11.0,11.0
17,2,100,23.0,15.0
17,3,100,30.0,9.0
18,1,100,31.0,12.0
18,2,100,31.0,17.0
18,3,100,25.0,12.0
19,1,100,48.0,13.0
19,2,100,48.0,16.0
20,1,100,59.0,35.0
20,2,100,56.99999999999999,31.0
21,1,100,88.0,12.0
12,1,100,25.0,0.0
12,2,100,20.0,0.0
12,3,100,21.0,0.0
12,4,100,16.0,0.0
12,5,100,19.0,0.0
12,6,100,28.999999999999996,0.0
13,1,100,26.0,0.0
13,2,100,27.0,0.0
13,3,100,27.0,0.0
13,4,100,25.0,0.0
13,5,100,27.0,0.0
14,1,100,22.0,0.0
14,2,100,18.0,0.0
14,3,100,21.0,0.0
14,4,100,26.0,0.0
14,5,100,24.0,0.0
15,1,100,28.000000000000004,0.0
15,2,100,15.0,0.0
15,3,100,16.0,0.0
15,4,100,23.0,0.0
16,1,100,23.0,0.0
16,2,100,21.0,0.0
16,3,100,28.000000000000004,0.0
16,4,100,24.0,0.0
17,1,100,27.0,9.0
17,2,100,26.0,6.0
17,3,100,26.0,20.0
18,1,100,32.0,7.000000000000001
18,2,100,28.000000000000004,19.0
18,3,100,31.0,15.0
19,1,100,51.0,10.0
19,2,100,41.0,12.0
20,1,100,63.0,24.0
20,2,100,63.0,24.0
21,1,100,91.0,9.0
12,1,100,28.000000000000004,0.0
12,2,100,20.0,0.0
12,3,100,26.0,0.0
12,4,100,22.0,0.0
12,5,100,25.0,0.0
12,6,100,22.0,0.0
13,1,100,20.0,0.0
13,2,100,20.0,0.0
13,3,100,12.0,0.0
13,4,100,21.0,0.0
13,5,100,24.0,0.0
14,1,100,23.0,0.0
14,2,100,21.0,0.0
14,3,100,27.0,0.0
14,4,100,25.0,0.0
14,5,100,19.0,0.0
15,1,100,16.0,0.0
15,2,100,22.0,0.0
15,3,100,28.000000000000004,0.0
15,4,100,22.0,0.0
16,1,100,20.0,0.0
16,2,100,19.0,0.0
16,3,100,17.0,0.0
16,4,100,19.0,0.0
17,1,100,23.0,7.000000000000001
17,2,100,26.0,8.0
17,3,100,28.999999999999996,9.0
18,1,100,23.0,12.0
18,2,100,35.0,9.0
18,3,100,31.0,15.0
19,1,100,42.0,13.0
19,2,100,46.0,14.000000000000002
20,1,100,50.0,36.0
20,2,100,62.0,27.0
21,1,100,91.0,9.0
12,1,100,20.0,0.0
12,2,100,13.0,0.0
12,3,100,28.999999999999996,0.0
12,4,100,18.0,0.0
12,5,100,22.0,0.0
12,6,100,18.0,0.0
13,1,100,28.999999999999996,0.0
13,2,100,15.0,0.0
13,3,100,19.0,0.0
13,4,100,23.0,0.0
13,5,100,19.0,0.0
14,1,100,26.0,0.0
14,2,100,23.0,0.0
14,3,100,27.0,0.0
14,4,100,19.0,0.0
14,5,100,18.0,0.0
15,1,100,19.0,0.0
15,2,100,19.0,0.0
15,3,100,26.0,0.0
15,4,100,21.0,0.0
16,1,100,25.0,0.0
16,2,100,21.0,0.0
16,3,100,17.0,0.0
16,4,100,21.0,0.0
17,1,100,19.0,17.0
17,2,100,26.0,5.0
17,3,100,14.000000000000002,14.000000000000002
18,1,100,32.0,14.000000000000002
18,2,100,37.0,9.0
18,3,100,37.0,17.0
19,1,100,47.0,10.0
19,2,100,50.0,7.000000000000001
20,1,100,50.0,37.0
20,2,100,62.0,28.000000000000004
21,1,100,89.0,11.0
12,1,100,22.0,0.0
12,2,100,21.0,0.0
12,3,100,21.0,0.0
12,4,100,28.000000000000004,0.0
12,5,100,24.0,0.0
12,6,100,19.0,0.0
13,1,100,21.0,0.0
13,2,100,21.0,0.0
13,3,100,19.0,0.0
13,4,100,21.0,0.0
13,5,100,15.0,0.0
14,1,100,26.0,0.0
14,2,100,18.0,0.0
14,3,100,26.0,0.0
14,4,100,18.0,0.0
14,5,100,26.0,0.0
15,1,100,19.0,0.0
15,2,100,16.0,0.0
15,3,100,15.0,0.0
15,4,100,26.0,0.0
16,1,100,20.0,0.0
16,2,100,17.0,0.0
16,3,100,22.0,0.0
16,4,100,21.0,0.0
17,1,100,25.0,11.0
17,2,100,24.0,8.0
17,3,100,17.0,15.0
18,1,100,28.000000000000004,12.0
18,2,100,36.0,8.0
18,3,100,31.0,10.0
19,1,100,40.0,11.0
19,2,100,53.0,6.0
20,1,100,49.0,45.0
20,2,100,59.0,28.999999999999996
21,1,100,92.0,8.0
12,1,100,25.0,0.0
12,2,100,18.0,0.0
12,3,100,31.0,0.0
12,4,100,22.0,0.0
12,5,100,21.0,0.0
12,6,100,20.0,0.0
13,1,100,21.0,0.0
13,2,100,23.0,0.0
13,3,100,19.0,0.0
13,4,100,30.0,0.0
13,5,100,24.0,0.0
14,1,100,17.0,0.0
14,2,100,26.0,0.0
14,3,100,26.0,0.0
14,4,100,21.0,0.0
14,5,100,28.999999999999996,0.0
15,1,100,27.0,0.0
15,2,100,25.0,0.0
15,3,100,19.0,0.0
15,4,100,22.0,0.0
16,1,100,26.0,0.0
16,2,100,21.0,0.0
16,3,100,33.0,0.0
16,4,100,19.0,0.0
17,1,100,25.0,13.0
17,2,100,31.0,13.0
17,3,100,22.0,10.0
18,1,100,37.0,13.0
18,2,100,37.0,11.0
18,3,100,39.0,13.0
19,1,100,45.0,11.0
19,2,100,36.0,12.0
20,1,100,61.0,31.0
20,2,100,57.99999999999999,34.0
21,1,100,88.0,12.0
12,1,100,23.0,0.0
12,2,100,23.0,0.0
12,3,100,25.0,0.0
12,4,100,20.0,0.0
12,5,100,28.000000000000004,0.0
12,6,100,24.0,0.0
13,1,100,23.0,0.0
13,2,100,20.0,0.0
13,3,100,21.0,0.0
13,4,100,21.0,0.0
13,5,100,21.0,0.0
14,1,100,24.0,0.0
14,2,100,26.0,0.0
14,3,100,21.0,0.0
14,4,100,18.0,0.0
14,5,100,20.0,0.0
15,1,100,25.0,0.0
15,2,100,23.0,0.0
15,3,100,26.0,0.0
15,4,100,25.0,0.0
16,1,100,24.0,0.0
16,2,100,26.0,0.0
16,3,100,19.0,0.0
16,4,100,24.0,0.0
17,1,100,20.0,13.0
17,2,100,17.0,13.0
17,3,100,21.0,9.0
18,1,100,28.000000000000004,12.0
18,2,100,38.0,12.0
18,3,100,30.0,17.0
19,1,100,40.0,14.000000000000002
19,2,100,49.0,6.0
20,1,100,56.99999999999999,33.0
20,2,100,57.99999999999999,27.0
21,1,100,95.0,5.0
12,1,100,27.0,0.0
12,2,100,22.0,0.0
12,3,100,24.0,0.0
12,4,100,22.0,0.0
12,5,100,19.0,0.0
12,6,100,23.0,0.0
13,1,100,18.0,0.0
13,2,100,19.0,0.0
13,3,100,25.0,0.0
13,4,100,20.0,0.0
13,5,100,22.0,0.0
14,1,100,20.0,0.0
14,2,100,23.0,0.0
14,3,100,20.0,0.0
14,4,100,21.0,0.0
14,5,100,26.0,0.0
15,1,100,15.0,0.0
15,2,100,17.0,0.0
15,3,100,22.0,0.0
15,4,100,17.0,0.0
16,1,100,21.0,0.0
16,2,100,22.0,0.0
16,3,100,21.0,0.0
16,4,100,25.0,0.0
17,1,100,16.0,9.0
17,2,100,19.0,12.0
17,3,100,25.0,7.000000000000001
18,1,100,34.0,9.0
18,2,100,35.0,9.0
18,3,100,34.0,15.0
19,1,100,51.0,10.0
19,2,100,47.0,8.0
20,1,100,56.99999999999999,33.0
20,2,100,56.99999999999999,33.0
21,1,100,93.0,7.000000000000001
12,1,100,23.0,0.0
12,2,100,20.0,0.0
12,3,100,23.0,0.0
12,4,100,20.0,0.0
12,5,100,26.0,0.0
12,6,100,22.0,0.0
13,1,100,23.0,0.0
13,2,100,16.0,0.0
13,3,100,21.0,0.0
13,4,100,16.0,0.0
13,5,100,25.0,0.0
14,1,100,16.0,0.0
14,2,100,24.0,0.0
14,3,100,21.0,0.0
14,4,100,20.0,0.0
14,5,100,21.0,0.0
15,1,100,20.0,0.0
15,2,100,23.0,0.0
15,3,100,16.0,0.0
15,4,100,14.000000000000002,0.0
16,1,100,16.0,0.0
16,2,100,18.0,0.0
16,3,100,22.0,0.0
16,4,100,30.0,0.0
17,1,100,22.0,15.0
17,2,100,15.0,6.0
17,3,100,23.0,17.0
18,1,100,30.0,13.0
18,2,100,33.0,6.0
18,3,100,36.0,10.0
19,1,100,40.0,14.000000000000002
19,2,100,48.0,9.0
20,1,100,48.0,44.0
20,2,100,60.0,28.999999999999996
21,1,100,93.0,7.000000000000001
12,1,100,28.999999999999996,0.0
12,2,100,23.0,0.0
12,3,100,23.0,0.0
12,4,100,18.0,0.0
12,5,100,18.0,0.0
12,6,100,19.0,0.0
13,1,100,20.0,0.0
13,2,100,14.000000000000002,0.0
13,3,100,21.0,0.0
13,4,100,21.0,0.0
13,5,100,21.0,0.0
14,1,100,18.0,0.0
14,2,100,25.0,0.0
14,3,100,14.000000000000002,0.0
14,4,100,23.0,0.0
14,5,100,18.0,0.0
15,1,100,17.0,0.0
15,2,100,27.0,0.0
15,3,100,18.0,0.0
15,4,100,20.0,0.0
16,1,100,18.0,0.0
16,2,100,17.0,0.0
16,3,100,19.0,0.0
16,4,100,24.0,0.0
17,1,100,19.0,15.0
17,2,100,31.0,7.000000000000001
17,3,100,25.0,12.0
18,1,100,34.0,7.000000000000001
18,2,100,41.0,7.000000000000001
18,3,100,37.0,15.0
19,1,100,46.0,11.0
19,2,100,43.0,14.000000000000002
20,1,100,61.0,28.000000000000004
20,2,100,65.0,27.0
21,1,100,89.0,11.0
12,1,100,19.0,0.0
12,2,100,24.0,0.0
12,3,100,17.0,0.0
12,4,100,14.000000000000002,0.0
12,5,100,18.0,0.0
12,6,100,20.0,0.0
13,1,100,25.0,0.0
13,2,100,25.0,0.0
13,3,100,22.0,0.0
13,4,100,16.0,0.0
13,5,100,22.0,0.0
14,1,100,20.0,0.0
14,2,100,18.0,0.0
14,3,100,15.0,0.0
14,4,100,20.0,0.0
14,5,100,19.0,0.0
15,1,100,11.0,0.0
15,2,100,19.0,0.0
15,3,100,20.0,0.0
15,4,100,24.0,0.0
16,1,100,20.0,0.0
16,2,100,19.0,0.0
16,3,100,24.0,0.0
16,4,100,28.000000000000004,0.0
17,1,100,15.0,9.0
17,2,100,23.0,9.0
17,3,100,22.0,5.0
18,1,100,30.0,8.0
18,2,100,30.0,14.000000000000002
18,3,100,24.0,16.0
19,1,100,49.0,8.0
19,2,100,53.0,4.0
20,1,100,63.0,27.0
20,2,100,59.0,27.0
21,1,100,91.0,9.0
12,1,100,22.0,0.0
12,2,100,16.0,0.0
12,3,100,24.0,0.0
12,4,100,17.0,0.0
12,5,100,27.0,0.0
12,6,100,16.0,0.0
13,1,100,15.0,0.0
13,2,100,24.0,0.0
13,3,100,22.0,0.0
13,4,100,17.0,0.0
13,5,100,28.000000000000004,0.0
14,1,100,26.0,0.0
14,2,100,20.0,0.0
14,3,100,28.000000000000004,0.0
14,4,100,21.0,0.0
14,5,100,22.0,0.0
15,1,100,25.0,0.0
15,2,100,24.0,0.0
15,3,100,18.0,0.0
15,4,100,16.0,0.0
16,1,100,22.0,0.0
16,2,100,26.0,0.0
16,3,100,30.0,0.0
16,4,100,26.0,0.0
17,1,100,17.0,17.0
17,2,100,22.0,11.0
17,3,100,23.0,14.000000000000002
18,1,100,30.0,12.0
18,2,100,37.0,10.0
18,3,100,40.0,9.0
19,1,100,46.0,13.0
19,2,100,42.0,7.000000000000001
20,1,100,55.00000000000001,35.0
20,2,100,60.0,28.999999999999996
21,1,100,84.0,16.0
12,1,100,19.0,0.0
12,2,100,25.0,0.0
12,3,100,26.0,0.0
12,4,100,27.0,0.0
12,5,100,20.0,0.0
12,6,100,22.0,0.0
13,1,100,16.0,0.0
13,2,100,15.0,0.0
13,3,100,24.0,0.0
13,4,100,18.0,0.0
13,5,100,26.0,0.0
14,1,100,21.0,0.0
14,2,100,20.0,0.0
14,3,100,17.0,0.0
14,4,100,12.0,0.0
14,5,100,17.0,0.0
15,1,100,18.0,0.0
15,2,100,26.0,0.0
15,3,100,15.0,0.0
15,4,100,25.0,0.0
16,1,100,23.0,0.0
16,2,100,21.0,0.0
16,3,100,18.0,0.0
16,4,100,25.0,0.0
17,1,100,24.0,21.0
17,2,100,27.0,8.0
17,3,100,26.0,8.0
18,1,100,39.0,10.0
18,2,100,33.0,11.0
18,3,100,36.0,12.0
19,1,100,37.0,8.0
19,2,100,44.0,13.0
20,1,100,52.0,36.0
20,2,100,48.0,40.0
21,1,100,86.0,14.000000000000002
12,1,100,26.0,0.0
12,2,100,24.0,0.0
12,3,100,25.0,0.0
12,4,100,24.0,0.0
12,5,100,23.0,0.0
12,6,100,23.0,0.0
13,1,100,23.0,0.0
13,2,100,21.0,0.0
13,3,100,23.0,0.0
13,4,100,27.0,0.0
13,5,100,20.0,0.0
14,1,100,18.0,0.0
14,2,100,20.0,0.0
14,3,100,21.0,0.0
14,4,100,20.0,0.0
14,5,100,25.0,0.0
15,1,100,19.0,0.0
15,2,100,18.0,0.0
